	customer_id	probs	churn
6237	5546-QUERU	0.03361344537815126	No
3695	5883-GTGVD	0.4337979094076655	No
5890	6982-UQZLY	0.875	Yes
4134	7957-RYHQD	0.21671826625386997	No
2432	0089-IIQKO	0.4337979094076655	No
3687	5835-BEQEU	0.6908212560386473	Yes
2544	0564-JJHGS	0.6303630363036303	Yes
4653	1899-VXWXM	0.25547445255474455	No
6334	8075-GXIUB	0.03361344537815126	No
5410	7602-MVRMB	0.046511627906976744	No
4878	5968-XQIVE	0.0670391061452514	No
4418	9445-ZUEQE	0.4337979094076655	No
4302	8818-XYFCQ	0.38461538461538464	No
3580	5312-UXESG	0.4337979094076655	No
272	2346-DJQTB	0.3684210526315789	No
2970	2669-OIDSD	0.4337979094076655	No
361	3090-LETTY	0.33495145631067963	No
3723	5956-YHHRX	0.4337979094076655	No
5863	6380-ARCEH	0.33495145631067963	No
5078	9831-BPFRI	0.14213197969543148	No
6004	9184-GALIL	0.0975609756097561	No
4256	8622-ZLFKO	0.6303630363036303	Yes
6645	3646-ITDGM	0.016194331983805668	No
3417	4629-NRXKX	0.6908212560386473	Yes
4433	9507-EXLTT	0.8838709677419355	Yes
3651	5609-CEBID	0.4337979094076655	No
6323	7649-PHJVR	0.03361344537815126	No
2753	1608-GMEWB	0.4337979094076655	No
1780	9750-BOOHV	0.03361344537815126	No
2967	2657-VPXTA	0.6303630363036303	Yes
2749	1591-NFNLQ	0.4337979094076655	No
6120	2387-KDZQY	0.03361344537815126	No
6910	7951-QKZPL	0.016194331983805668	No
2234	7113-HIPFI	0.0029498525073746312	No
213	1848-LBZHY	0.21671826625386997	No
6567	2509-TFPJU	0.0029498525073746312	No
3430	4690-PKDQG	0.4337979094076655	No
4688	2480-EJWYP	0.25547445255474455	No
1807	0263-FJTQO	0.016194331983805668	No
5460	8809-XKHMD	0.0029498525073746312	No
5915	7542-CYDDM	0.0975609756097561	No
6262	6061-PQHMK	0.03361344537815126	No
5540	0487-VVUVK	0.0975609756097561	No
3212	3672-YITQD	0.4337979094076655	No
3756	6101-IMRMM	0.6303630363036303	Yes
774	6304-IJFSQ	0.5633802816901409	Yes
5728	3806-YAZOV	0.33495145631067963	No
1852	0885-HMGPY	0.016194331983805668	No
6838	6828-HMKWP	0.016194331983805668	No
5976	8713-IGZSO	0.33495145631067963	No
6422	0386-CWRGM	0.016194331983805668	No
6352	8590-OHDIW	0.03361344537815126	No
3208	3647-GMGDH	0.4337979094076655	No
6221	5016-LIPDW	0.03361344537815126	No
2516	0420-HLGXF	0.4337979094076655	No
6490	1293-BSEUN	0.0029498525073746312	No
4828	5149-TGWDZ	0.25547445255474455	No
614	4981-FLTMF	0.21671826625386997	No
5274	4513-CXYIX	0.0029498525073746312	No
522	4317-VTEOA	0.5633802816901409	Yes
2299	8144-DGHXP	0.016194331983805668	No
6188	4323-ELYYB	0.03361344537815126	No
863	7016-BPGEU	0.3684210526315789	No
327	2842-JTCCU	0.5633802816901409	Yes
2488	0324-BRPCJ	0.4337979094076655	No
5142	1304-SEGFY	0.1125	No
3182	3519-ZKXGG	0.6908212560386473	Yes
410	3521-MNKLV	0.18181818181818182	No
357	3059-NGMXB	0.21671826625386997	No
4733	3301-VKTGC	0.10569105691056911	No
5045	9139-WQQDY	0.25547445255474455	No
4960	7544-ZVIKX	0.25547445255474455	No
2636	0979-PHULV	0.4337979094076655	No
162	1456-TWCGB	0.5633802816901409	Yes
2912	2386-OWURY	0.4337979094076655	No
4198	8270-RKSAP	0.6303630363036303	Yes
1745	9150-HEPMB	0.03361344537815126	No
5607	1735-XMJVH	0.0975609756097561	No
1822	0440-EKDCF	0.0670391061452514	No
2197	6559-ILWKJ	0.0670391061452514	No
4721	3009-JWMPU	0.25547445255474455	No
5603	1641-BYBTK	0.0975609756097561	No
6986	9030-QGZNL	0.016194331983805668	No
4397	9350-VLHMB	0.4337979094076655	No
6098	1757-TCATG	0.03361344537815126	No
2412	9880-TDQAC	0.0670391061452514	No
5635	2171-UDMFD	0.0975609756097561	No
2932	2482-CZGBB	0.6303630363036303	Yes
596	4827-USJHP	0.18181818181818182	No
1684	8035-BUYVG	0.03361344537815126	No
4658	2014-MKGMH	0.25547445255474455	No
3901	6851-WEFYX	0.4337979094076655	No
2656	1092-GANHU	0.4337979094076655	No
4609	1091-SOZGA	0.25547445255474455	No
3740	6023-YEBUP	0.6908212560386473	Yes
2827	2018-QKYGT	0.8838709677419355	Yes
1509	5032-USPKF	0.10569105691056911	No
3922	6918-UMQCG	0.6908212560386473	Yes
3940	7005-CCBKV	0.6303630363036303	Yes
1284	1042-HFUCW	0.14213197969543148	No
6464	0971-QIFJK	0.0029498525073746312	No
6931	8215-NGSPE	0.016194331983805668	No
2244	7253-UVNDW	0.14213197969543148	No
1864	1088-AUUZZ	0.016194331983805668	No
6668	3970-XGJDU	0.016194331983805668	No
3004	2800-QQUSO	0.4337979094076655	No
6374	9067-YGSCA	0.03361344537815126	No
1144	9261-WDCAF	0.5633802816901409	Yes
2604	0869-PAPRP	0.4337979094076655	No
2581	0697-ZMSWS	0.6908212560386473	Yes
546	4456-RHSNB	0.18181818181818182	No
1091	8799-OXZMD	0.3684210526315789	No
4781	4355-CVPVS	0.0670391061452514	No
3962	7133-VBDCG	0.21671826625386997	No
5812	5372-FBKBN	0.0975609756097561	No
93	0842-IWYCP	0.18181818181818182	No
4692	2623-DRYAM	0.25547445255474455	No
1895	1904-WAJAA	0.016194331983805668	No
2538	0519-XUZJU	0.8838709677419355	Yes
6832	6725-TPKJO	0.016194331983805668	No
289	2495-INZWQ	0.5633802816901409	Yes
6269	6223-DHJGV	0.03361344537815126	No
4565	0330-BGYZE	0.25547445255474455	No
1737	9052-DHNKM	0.10569105691056911	No
6403	9867-JCZSP	0.03361344537815126	No
5415	7691-XVTZH	0.0670391061452514	No
3104	3186-BAXNB	0.8838709677419355	Yes
3006	2809-ZMYOQ	0.4337979094076655	No
6572	2560-WBWXF	0.0029498525073746312	No
6815	6479-SZPLM	0.016194331983805668	No
3376	4465-VDKIQ	0.4337979094076655	No
3869	6653-CBBOM	0.8838709677419355	Yes
5746	4140-WJAWW	0.0975609756097561	No
3450	4806-HIPDW	0.8838709677419355	Yes
2386	9479-HYNYL	0.0670391061452514	No
197	1730-VFMWO	0.18181818181818182	No
7019	9593-CVZKR	0.016194331983805668	No
3439	4735-ASGMA	0.4337979094076655	No
3874	6688-UZPWD	0.6303630363036303	Yes
6829	6685-XSHHU	0.016194331983805668	No
6420	0362-RAOQO	0.016194331983805668	No
882	7176-WIONM	0.18181818181818182	No
366	3113-IWHLC	0.21671826625386997	No
3609	5419-KLXBN	0.4337979094076655	No
1838	0621-JFHOL	0.14213197969543148	No
3226	3737-GCSPV	0.8285714285714286	Yes
6892	7608-RGIRO	0.016194331983805668	No
1431	3696-XRIEN	0.10569105691056911	No
977	7881-EVUAD	0.33495145631067963	No
2655	1086-LXKFY	0.8838709677419355	Yes
4232	8473-VUVJN	0.8838709677419355	Yes
2881	2240-HSJQD	0.4337979094076655	No
3354	4343-EJVQB	0.21671826625386997	No
4860	5578-NKCXI	0.10569105691056911	No
3620	5480-TBGPH	0.4337979094076655	No
2634	0968-GSIKN	0.8838709677419355	Yes
2687	1264-BYWMS	0.4337979094076655	No
5054	9391-DXGGG	0.14213197969543148	No
1349	2321-OMBXY	0.10569105691056911	No
6749	5322-ZSMZY	0.016194331983805668	No
2119	5458-CQJTA	0.016194331983805668	No
1355	2391-IPLOP	0.0670391061452514	No
6002	9146-JRIOX	0.0975609756097561	No
4766	3932-CMDTD	0.25547445255474455	No
5296	5161-UBZXI	0.046511627906976744	No
5393	7173-TETGO	0.0029498525073746312	No
2768	1685-BQULA	0.4337979094076655	No
1777	9720-JJJOR	0.10569105691056911	No
4191	8212-DJRCH	0.21671826625386997	No
6852	7010-BRBUU	0.0029498525073746312	No
1735	8996-ZROXE	0.0670391061452514	No
6138	2821-WARNZ	0.03361344537815126	No
3765	6166-ILMNY	0.6908212560386473	Yes
1521	5203-XEHAX	0.10569105691056911	No
1707	8550-XSXUQ	0.14213197969543148	No
6699	4625-XMOYM	0.0029498525073746312	No
5442	8265-HKSOW	0.046511627906976744	No
1146	9281-PKKZE	0.18181818181818182	No
4604	1004-NOZNR	0.10569105691056911	No
5499	9637-CDTKZ	0.046511627906976744	No
5787	4830-FAXFM	0.0975609756097561	No
6719	4883-KCPZJ	0.016194331983805668	No
2006	3649-JPUGY	0.0670391061452514	No
1141	9239-ZBZZV	0.18181818181818182	No
7011	9504-YAZWB	0.016194331983805668	No
4467	9658-WYUFB	0.8285714285714286	Yes
3798	6330-JKLPC	0.6303630363036303	Yes
1927	2274-XUATA	0.0029498525073746312	No
3630	5536-RTPWK	0.4337979094076655	No
6397	9766-HGEDE	0.03361344537815126	No
6867	7267-FRMJW	0.016194331983805668	No
6395	9732-OUYRN	0.03361344537815126	No
1089	8779-QRDMV	0.5633802816901409	Yes
349	2985-JUUBZ	0.18181818181818182	No
5741	4020-KIUDI	0.0975609756097561	No
1300	1301-LOPVR	0.03361344537815126	No
5341	6196-HBOBZ	0.016194331983805668	No
4428	9494-MRNYX	0.6303630363036303	Yes
2710	1393-IMKZG	0.8838709677419355	Yes
3538	5150-ITWWB	0.6908212560386473	Yes
5173	2001-MCUUW	0.1125	No
2182	6408-WHTEF	0.0029498525073746312	No
1919	2226-ICFDO	0.0029498525073746312	No
1467	4404-HIBDJ	0.10569105691056911	No
1008	8148-BPLZQ	0.18181818181818182	No
6975	8874-EJNSR	0.016194331983805668	No
2729	1475-VWVDO	0.6303630363036303	Yes
4722	3058-HJCUY	0.25547445255474455	No
2202	6631-HMANX	0.0670391061452514	No
3440	4741-WWJQZ	0.33495145631067963	No
3225	3733-LSYCE	0.6303630363036303	Yes
1718	8738-JOKAR	0.10569105691056911	No
4642	1625-JAIIY	0.0670391061452514	No
6052	0428-AXXLJ	0.03361344537815126	No
176	1564-HJUVY	0.3125	No
425	3621-CHYVB	0.21671826625386997	No
2185	6427-FEFIG	0.016194331983805668	No
300	2616-UUTFK	0.21671826625386997	No
6870	7293-LSCDV	0.016194331983805668	No
325	2831-EBWRN	0.5633802816901409	Yes
3343	4289-DTDKW	0.4337979094076655	No
1944	2676-SSLTO	0.14213197969543148	No
5670	2739-CCZMB	0.0975609756097561	No
100	0909-SDHNU	0.0975609756097561	No
6612	3173-WSSUE	0.0029498525073746312	No
2725	1455-UGQVH	0.6303630363036303	Yes
1996	3512-IZIKN	0.0029498525073746312	No
5530	0303-WMMRN	0.0975609756097561	No
3505	5016-IBERQ	0.4337979094076655	No
5872	6579-JPICP	0.33495145631067963	No
2654	1084-UQCHV	0.8838709677419355	Yes
4136	7967-HYCDE	0.6303630363036303	Yes
451	3780-YVMFA	0.18181818181818182	No
4908	6500-JVEGC	0.10569105691056911	No
2986	2697-NQBPF	0.4337979094076655	No
427	3639-XJHKQ	0.21671826625386997	No
2005	3638-WEABW	0.0670391061452514	No
1181	9591-YVTEB	0.21671826625386997	No
7007	9418-RUKPH	0.016194331983805668	No
4389	9300-AGZNL	0.8838709677419355	Yes
3852	6583-KQJLK	0.6303630363036303	Yes
2069	4837-PZTIC	0.016194331983805668	No
1781	9758-MFWGD	0.14213197969543148	No
1417	3482-ABPKK	0.03361344537815126	No
5922	7698-YFGEZ	0.33495145631067963	No
2887	2265-CYWIV	0.8285714285714286	Yes
1574	6253-WRFHY	0.14213197969543148	No
2295	8069-RHUXK	0.0029498525073746312	No
6599	2995-YWTCD	0.016194331983805668	No
1420	3523-QRQLL	0.14213197969543148	No
3014	2840-XANRC	0.4337979094076655	No
6875	7427-AUFPY	0.016194331983805668	No
4122	7901-TBKJX	0.4337979094076655	No
6750	5334-AFQJB	0.0029498525073746312	No
3892	6786-OBWQR	0.6908212560386473	Yes
205	1791-PQHBB	0.33495145631067963	No
2475	0258-NOKBL	0.6908212560386473	Yes
4490	9767-FFLEM	0.4337979094076655	No
5855	6184-DYUOB	0.33495145631067963	No
1203	9780-FKVVF	0.21671826625386997	No
6453	0795-XCCTE	0.0029498525073746312	No
6184	4291-YZODP	0.03361344537815126	No
1135	9169-BSVIN	0.18181818181818182	No
752	6131-FOYAS	0.21671826625386997	No
3193	3569-EDBPQ	0.21671826625386997	No
121	1120-BMWUB	0.18181818181818182	No
1427	3633-CDBUW	0.14213197969543148	No
5882	6806-YDEUL	0.0975609756097561	No
2080	4973-MGTON	0.0029498525073746312	No
1449	4086-ATNFV	0.10569105691056911	No
629	5092-STPKP	0.21671826625386997	No
6893	7634-HLQJR	0.016194331983805668	No
4575	0481-SUMCB	0.25547445255474455	No
222	1942-OQFRW	0.5633802816901409	Yes
4791	4531-AUZNK	0.10569105691056911	No
1872	1227-UDMZR	0.0029498525073746312	No
2916	2430-USGXP	0.4337979094076655	No
3438	4724-WXVWF	0.1875	No
971	7854-FOKSF	0.5633802816901409	Yes
1	0013-MHZWF	0.18181818181818182	No
5995	9063-ZGTUY	0.0975609756097561	No
5767	4588-YBNIB	0.33495145631067963	No
5894	7083-YNSKY	0.0975609756097561	No
2514	0410-IPFTY	0.4337979094076655	No
5201	2651-ZCBXV	0.046511627906976744	No
4485	9732-EQMWY	0.4337979094076655	No
611	4958-GZWIY	0.18181818181818182	No
122	1125-SNVCK	0.18181818181818182	No
1960	2990-IAJSV	0.0029498525073746312	No
3863	6635-CPNUN	0.4337979094076655	No
5395	7182-OVLBJ	0.016194331983805668	No
1899	1971-DTCZB	0.0029498525073746312	No
4489	9763-PDTKK	0.8285714285714286	Yes
1518	5170-PTRKA	0.03361344537815126	No
1219	9931-KGHOA	0.21671826625386997	No
332	2887-JPYLU	0.18181818181818182	No
6821	6582-PLFUU	0.016194331983805668	No
5531	0310-VQXAM	0.0975609756097561	No
2847	2074-GUHPQ	0.4337979094076655	No
3636	5564-NEMQO	0.8838709677419355	Yes
3768	6172-FECYY	0.4337979094076655	No
109	0997-YTLNY	0.18181818181818182	No
2922	2454-RPBRZ	0.6303630363036303	Yes
1975	3227-WLKLI	0.016194331983805668	No
2901	2347-WKKAE	0.38461538461538464	No
5541	0516-QREYC	0.0975609756097561	No
2611	0886-QGENL	0.38461538461538464	No
2896	2305-MRGLV	0.4337979094076655	No
96	0867-LDTTC	0.3125	No
1302	1337-BOZWO	0.14213197969543148	No
1247	0440-MOGPM	0.14213197969543148	No
3192	3565-UNOCC	0.4337979094076655	No
3392	4536-PLEQY	0.6303630363036303	Yes
4338	9050-QLROH	0.4337979094076655	No
5629	2096-XOTMO	0.0975609756097561	No
5860	6286-ZHAOK	0.0975609756097561	No
424	3620-MWJNE	0.33495145631067963	No
5651	2439-QKJUL	0.0975609756097561	No
3556	5222-IMUKT	0.4337979094076655	No
2144	5846-NEQVZ	0.0029498525073746312	No
663	5353-WILCI	0.21671826625386997	No
5246	3766-EJLFL	0.046511627906976744	No
2699	1323-OOEPC	0.4337979094076655	No
1504	4942-VZZOM	0.10569105691056911	No
5510	9861-PDSZP	0.1125	No
3520	5076-YVXCM	0.4337979094076655	No
2051	4568-KNYWR	0.016194331983805668	No
633	5133-VRSAB	0.0975609756097561	No
862	7009-LGECI	0.21671826625386997	No
3559	5229-PRWKT	0.6303630363036303	Yes
438	3689-MOZGR	0.3684210526315789	No
2983	2692-BUCFV	0.4337979094076655	No
4309	8849-AYPTR	0.4337979094076655	No
6044	0052-YNYOT	0.03361344537815126	No
3099	3167-SNQPL	0.4337979094076655	No
3350	4315-MURBD	0.8285714285714286	Yes
6096	1722-LDZJS	0.03361344537815126	No
3729	5980-NOPLP	0.4337979094076655	No
6387	9531-NSBMR	0.03361344537815126	No
5099	0254-FNMCI	0.046511627906976744	No
5284	4822-LPTYJ	0.1125	No
4874	5897-ZYEKH	0.45	No
4318	8910-LEDAG	0.4337979094076655	No
1748	9207-ZPANB	0.10569105691056911	No
5639	2243-FNMMI	0.0975609756097561	No
936	7634-WSWDB	0.21671826625386997	No
6045	0129-QMPDR	0.03361344537815126	No
378	3234-VKACU	0.3125	No
6562	2418-TPEUN	0.016194331983805668	No
1287	1099-BTKWT	0.03361344537815126	No
4945	7103-IPXPJ	0.25547445255474455	No
5433	8085-MSNLK	0.046511627906976744	No
703	5651-CPDND	0.18181818181818182	No
6299	7026-YMSBE	0.03361344537815126	No
2782	1766-GKNMI	0.4337979094076655	No
6754	5442-PPTJY	0.016194331983805668	No
4165	8083-YTZES	0.6908212560386473	Yes
3790	6284-AHOOQ	0.4337979094076655	No
5198	2578-JQPHZ	0.1125	No
457	3808-HFKDE	0.18181818181818182	No
4589	0727-BMPLR	0.25547445255474455	No
6228	5312-TSZVC	0.03361344537815126	No
2856	2105-PHWON	0.4337979094076655	No
5578	1222-KJNZD	0.0975609756097561	No
4508	9824-BEMCV	0.4337979094076655	No
1309	1430-SFQSA	0.03361344537815126	No
3958	7128-GGCNO	0.4337979094076655	No
1951	2845-KDHVX	0.0670391061452514	No
5539	0484-JPBRU	0.0975609756097561	No
4029	7426-RHZGU	0.6303630363036303	Yes
2027	4012-YCFAI	0.016194331983805668	No
1554	5915-DGNVC	0.10569105691056911	No
3750	6078-VESFR	0.6303630363036303	Yes
3242	3801-HMYNL	0.8838709677419355	Yes
1720	8760-ZRHKE	0.10569105691056911	No
4257	8623-TMRBY	0.4337979094076655	No
1861	1023-BQXZE	0.016194331983805668	No
4779	4332-MUOEZ	0.10569105691056911	No
1278	0946-FKYTX	0.0670391061452514	No
423	3604-WLABM	0.18181818181818182	No
1207	9822-OAOVB	0.5633802816901409	Yes
6716	4825-FUREZ	0.016194331983805668	No
2854	2091-RFFBA	0.4337979094076655	No
2181	6384-VMJHP	0.0029498525073746312	No
4628	1360-XFJMR	0.25547445255474455	No
3301	4098-NAUKP	0.4337979094076655	No
5840	5919-VCZYM	0.33495145631067963	No
1333	2054-PJOCK	0.0670391061452514	No
3670	5708-EVONK	0.1875	No
6163	3556-BVQGL	0.03361344537815126	No
5875	6648-INWPS	0.0975609756097561	No
6482	1223-UNPKS	0.016194331983805668	No
6183	4163-NCJAK	0.03361344537815126	No
1164	9496-IVVRP	0.21671826625386997	No
264	2272-UOINI	0.21671826625386997	No
5244	3726-TBHQT	0.046511627906976744	No
3994	7271-AJDTL	0.4337979094076655	No
6417	0318-ZOPWS	0.016194331983805668	No
3413	4603-JANFB	0.8838709677419355	Yes
2194	6516-NKQBO	0.016194331983805668	No
56	0587-DMGBH	0.21671826625386997	No
5155	1527-SXDPN	0.1125	No
417	3570-YUEKJ	0.18181818181818182	No
2758	1628-BIZYP	0.8838709677419355	Yes
6249	5857-XRECV	0.03361344537815126	No
3144	3365-SAIGS	0.4337979094076655	No
916	7502-BNYGS	0.18181818181818182	No
6348	8499-BRXTD	0.03361344537815126	No
2309	8205-VSLRB	0.0029498525073746312	No
1206	9822-BIIGN	0.21671826625386997	No
6438	0582-AVCLN	0.016194331983805668	No
165	1478-VPOAD	0.5633802816901409	Yes
98	0872-JCPIB	0.21671826625386997	No
6133	2749-CTKAJ	0.03361344537815126	No
6291	6823-SIDFQ	0.03361344537815126	No
4121	7901-HXJVA	0.6303630363036303	Yes
1367	2550-AEVRU	0.03361344537815126	No
3181	3509-GWQGF	0.4337979094076655	No
5769	4634-JLRJT	0.33495145631067963	No
3997	7278-CKDNC	0.4337979094076655	No
1286	1094-BKOSX	0.14213197969543148	No
4131	7938-OUHIO	0.6908212560386473	Yes
4808	4816-OKWNX	0.25547445255474455	No
5577	1218-VKFPE	0.0975609756097561	No
4369	9190-MFJLN	0.4337979094076655	No
2115	5394-MEITZ	0.0670391061452514	No
6145	2967-MXRAV	0.03361344537815126	No
1570	6194-HBGQN	0.10569105691056911	No
2221	6901-GOGZG	0.016194331983805668	No
6822	6585-WCEWR	0.0029498525073746312	No
5640	2303-PJYHN	0.33495145631067963	No
2697	1320-HTRDR	0.6908212560386473	Yes
297	2604-XVDAM	0.18181818181818182	No
6542	2138-VFAPZ	0.016194331983805668	No
5998	9103-CXVOK	0.33495145631067963	No
470	3920-HIHMQ	0.18181818181818182	No
4844	5336-UFNZP	0.25547445255474455	No
3207	3644-QXEHN	0.6303630363036303	Yes
1543	5795-BKOYE	0.0670391061452514	No
6504	1555-HAPSU	0.0029498525073746312	No
1768	9592-ERDKV	0.10569105691056911	No
6037	9967-ATRFS	0.0975609756097561	No
283	2458-EOMRE	0.21671826625386997	No
2153	5996-EBTKM	0.0670391061452514	No
886	7242-QZLXF	0.5633802816901409	Yes
482	4003-FUSHP	0.18181818181818182	No
3021	2865-TCHJW	0.6908212560386473	Yes
5114	0665-XHDJU	0.1125	No
5974	8620-RJPZN	0.33495145631067963	No
2622	0927-LCSMG	0.6303630363036303	Yes
6678	4213-HKBJO	0.016194331983805668	No
991	7989-VCQOH	0.21671826625386997	No
6162	3547-LQRIK	0.03361344537815126	No
5627	2081-KJSQF	0.33495145631067963	No
645	5180-UCIIQ	0.21671826625386997	No
3374	4450-MDZFX	0.4337979094076655	No
6328	7813-TKCVO	0.03361344537815126	No
3206	3643-AHCFP	0.6303630363036303	Yes
5581	1240-KNSEZ	0.33495145631067963	No
285	2474-LCNUE	0.18181818181818182	No
4701	2750-BJLSB	0.10569105691056911	No
5751	4203-QGNZA	0.0975609756097561	No
1508	5020-ZSTTY	0.10569105691056911	No
6981	8946-BFWSG	0.016194331983805668	No
6677	4195-PNGZS	0.0029498525073746312	No
337	2930-UOTMB	0.21671826625386997	No
1138	9210-IAHGH	0.18181818181818182	No
2176	6348-SNFUS	0.0029498525073746312	No
2586	0722-TROQR	0.6908212560386473	Yes
4413	9430-FRQOC	0.6908212560386473	Yes
2845	2070-XYMFH	0.4337979094076655	No
6577	2616-FLVQC	0.016194331983805668	No
821	6650-VJONK	0.5633802816901409	Yes
3702	5899-MQZZL	0.6303630363036303	Yes
4130	7929-DMBCV	0.4337979094076655	No
5528	0268-QKIWO	0.33495145631067963	No
1393	3021-VLNRJ	0.10569105691056911	No
4358	9134-CEQMF	0.6303630363036303	Yes
4812	4851-BQDNX	0.14213197969543148	No
3199	3597-MVHJT	0.4337979094076655	No
3563	5243-SAOTC	0.4337979094076655	No
4094	7748-UMTRK	0.4337979094076655	No
5764	4541-RMRLG	0.0975609756097561	No
6798	6134-KWTBV	0.016194331983805668	No
4237	8495-LJDFO	0.1875	No
4092	7730-IUTDZ	0.21671826625386997	No
5315	5453-YBTWV	0.0029498525073746312	No
6208	4697-LUPSU	0.03361344537815126	No
5351	6339-TBELP	0.0670391061452514	No
1002	8095-WANWK	0.18181818181818182	No
5126	0907-HQNTS	0.046511627906976744	No
369	3137-LUPIX	0.3125	No
6788	5968-HYJRZ	0.016194331983805668	No
4905	6480-YAGIY	0.17073170731707318	No
3971	7181-BQYBV	0.8285714285714286	Yes
2555	0599-XNYDO	0.4337979094076655	No
3586	5339-TJFEK	0.1875	No
2781	1761-AEZZR	0.8838709677419355	Yes
6904	7799-LGRDP	0.016194331983805668	No
1255	0607-MVMGC	0.14213197969543148	No
3142	3348-CFRNX	0.38461538461538464	No
1231	0112-QWPNC	0.10569105691056911	No
1454	4123-FCVCB	0.14213197969543148	No
5021	8707-RMEZH	0.10569105691056911	No
6681	4299-OPXEJ	0.016194331983805668	No
1026	8260-NGFNY	0.5633802816901409	Yes
982	7905-TVXTA	0.21671826625386997	No
4861	5593-SUAOO	0.14213197969543148	No
6874	7416-CKTEP	0.016194331983805668	No
4291	8778-LMWTJ	0.21671826625386997	No
5818	5515-IDEJJ	0.33495145631067963	No
2076	4915-BFSXL	0.0029498525073746312	No
2682	1228-ZLNBX	0.4337979094076655	No
2533	0504-HHAPI	0.4337979094076655	No
1883	1525-LNLOJ	0.0670391061452514	No
2731	1482-OXZSY	0.38461538461538464	No
3459	4821-SJHJV	0.21671826625386997	No
1721	8777-PVYGU	0.10569105691056911	No
2694	1307-TVUFB	0.4337979094076655	No
3046	2959-MJHIC	0.6908212560386473	Yes
2817	1977-STDKI	0.8838709677419355	Yes
5228	3392-EHMNK	0.0670391061452514	No
2524	0468-YRPXN	0.4337979094076655	No
6182	4163-HFTUK	0.03361344537815126	No
2273	7665-NKLAV	0.016194331983805668	No
6853	7014-ZZXAW	0.0029498525073746312	No
6820	6551-VLJMV	0.016194331983805668	No
6400	9824-QCJPK	0.03361344537815126	No
5825	5616-PRTNT	0.0975609756097561	No
3995	7274-RTAPZ	0.8838709677419355	Yes
4814	4869-EPIUS	0.0670391061452514	No
5399	7322-OCWHC	0.0029498525073746312	No
